paper_id,title,status,authors,abstract,doi,year,venue,url,keyword,source_file,source_repos,abstract_quality,format_excluded,scope_excluded,c2,c3,fulltext_flag,c2_and_c3,disposition,advances_to_fulltext,primary_reason,val_reason
c9d66ca5d04e,Biologically inspired design: A macrocognitive account,missing_pdf,"Vattam, Swaroop S. (1); Helms, Michael (1); Goel, Ashok K. (1)","Biologically inspired engineering design is an approach to design that espouses the adaptation of functions and mechanisms in biological sciences to solve engineering design problems. We have conducted an in situ study of designers engaged in biologically inspired design. Based on this study we develop here a macrocognitive information-rocessing model of biologically inspired design. We also compare and contrast the model with other information-processing models of analogical design such as TRIZ, case-based design, and design patterns. Copyright © 2010 by ASME.",10.1115/DETC2010-28567,2010,Proceedings of the ASME Design Engineering Technical Conference,,Design Patterns,design_patterns.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Develops a macrocognitive information-processing model of biologically inspired design and explicitly compares it with other models like TRIZ, case-based design, and design patterns, engaging design knowledge as topic with model definition.","Appears to propose a systemic design/ontology for regulation, but the abstract does not show that it synthesizes or defines design knowledge constructs as the topic of study."
85bf50e57b17,Classification of design pattern traits,missing_pdf,"Dong, Jing (1); Zhao, Yajing (1)","Design patterns describe good solutions to common and recurring problems. The applications of design patterns may vary in different layouts, which pose challenges for recovering and changing these design pattern instances since essential characteristics of each design pattern are described implicitly. In this paper, we categorize different characteristics of each design pattern as its traits in form of predicates. We classify different predicates into groups and levels. In this way, the significant characteristics of each design pattern are explicitly specified in predicates that can be used for design pattern recovery and evolution analysis. Copyright © (2007) by Knowledge Systems Institute (KSI).",,2007,"19th International Conference on Software Engineering and Knowledge Engineering, SEKE 2007",,Design Patterns,design_patterns.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Categorizes and classifies design pattern characteristics as traits/predicates, treating design pattern structure as the topic of study and providing its own classification scheme, satisfying C2 and C3.","It analyzes several pattern languages for fit within a reference architecture and describes relations among suitable patterns, which constitutes synthesis/categorization of design knowledge from existing pattern literature, but no explicit definition is given in the abstract."
00fc3fcb374a,Complex Operators: The Correspondence between the Visitor and Builder Design Patterns,missing_pdf,"Wilkins, A.J. (1); Jenness, J. (1)",There is a correspondence between the Builder and Visitor design patterns that reveals a more fundamental design pattern that we call the Complex Operator. The Complex Operator pattern is intended to separate the shape and content of an object structure from its concrete representation. Because Builder and Visitor are so closely related they are relatively easy to compose and enhancements to one may be applicable to the other.,,,Proceedings of the 2009 International Conference on Software Engineering Research & Practice. SERP 2009,,Design Patterns,design_patterns.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Analyzes the correspondence between Builder and Visitor patterns and defines a new fundamental pattern (Complex Operator), synthesizing and defining a design-knowledge construct.","The paper presents a system of communication design patterns for mobile collaboration, and while patterns are central, the abstract does not make clear whether they are synthesized from prior work or explicitly defined, so full text is needed."
0d59edac201b,Composite design patterns,missing_pdf,"Riehle, Dirk","Software design patterns are the core abstractions from successful recurring problem solutions in software design. Composite design patterns are the core abstractions from successful recurring frameworks. A composite design pattern is a pattern that is best described as the composition of further patterns the integration of which shows a synergy that makes the composition more than just the sum of its parts. This paper presents examples of composite patterns, discusses a role-based analysis and composition technique, and demonstrates that composite patterns extend the pattern idea from single problem solutions to object-oriented frameworks.",10.1145/263698.263739,1997,"Proceedings of the 12th ACM SIGPLAN Conference on Object-Oriented Programming, Systems, Languages, and Applications",https://doi.org/10.1145/263698.263739,Design Patterns,design_patterns.bib,acm|engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Defines composite design patterns as a construct and presents an analysis/composition technique abstracting from recurring frameworks, satisfying both synthesis and definitional criteria.","The abstract explicitly defines what a 'composite design pattern' is and discusses examples and analysis, but it does not present a synthesis or taxonomy derived from prior literature."
9a8c3ee67905,Conceptual patterns,missing_pdf,"Gröne, Bernhard (1)","Patterns help transporting knowledge and provide common names for solutions. Architects need a lot of experience to create long-lasting system architectures and should benefit from experiences written down in patterns. The description of architecture patterns and design patterns usually focuses on structures in software. This renders the patterns of limited use for architects who need to structure a system before they choose a structure for the implementing software. Therefore, architects need an additional kind of patterns with an adequate notation. This paper introduces the category of conceptual patterns which focus on system structure in the description of problem and solution. Architects can benefit from the solutions described by conceptual patterns when analyzing systems and in early phases of system design. Extracting the conceptual part of existing patterns is a first step to find conceptual patterns. Usually, a set of patterns will be arranged in a pattern language for a problem domain. This paper shows some examples of conceptual patterns extracted from existing architecture and design patterns. © 2006 IEEE.",10.1109/ECBS.2006.31,2006,Proceedings of the International Symposium and Workshop on Engineering of Computer Based Systems,,Design Patterns,design_patterns.csv,engineering_village|ieee,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Introduces a new category of 'conceptual patterns' with its own notation and discusses pattern definitions, plausibly defining a design-knowledge construct, so C2/C3 are plausible and flagged for full-text confirmation.","Introduces a new category of 'conceptual patterns,' which is an original definitional contribution about a design-knowledge construct, but the abstract does not indicate synthesis from prior literature."
40848ec101fc,Design pattern in object-oriented technology,missing_pdf,Ding Xin (1); Chen Yiyun (1); Shi Xiang (1),"Design pattern is a new concept on object-oriented design. Patterns capture the intent behind a design, identify and abstract the experience behind a design in OO design. We could define pattern by describing objects and their collaborations. Design patterns reduce system complexity because of the application of the reusable patterns. The paper will give an overview of patterns.",,,Mini-Micro Systems,,Design Patterns,design_patterns.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Gives an overview of design patterns and defines what patterns mean in OO design, treating the construct as topic and providing a definition, satisfying C2 and C3.","This paper is centrally about the specification and meaning of design patterns as a way of conveying software-design expertise, but the abstract does not clearly state a review-based synthesis or an explicit definition, warranting full-text screening."
5cc118253cb0,Design patterns for real-time distributed system,missing_pdf,"Xu, Yiqin (1); Sang, Daisy F. (1); Peng, Chang-Shyh (2)","Pattern is a recent software engineering problem-solving discipline. A pattern is a three-part rule that expresses a relation among a certain context, a problem, and a solution. It not only helps real-time distributed applications to meet performance requirement, but also improve reusability, scalability, maintainability, and portability. This paper surveys major patterns for concurrency, synchronization, resource management, and distribution.",,2006,"Proceedings of the ISCA 15th International Conference on Software Engineering and Data Engineering, SEDE 2006",,Design Patterns,design_patterns.csv,engineering_village|semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Surveys major design patterns for real-time distributed systems and defines what a pattern is (a three-part rule relating context, problem, solution), satisfying both C2 and C3.","Reports identification, description, repository building, classification criteria, and documentation templates for agent patterns, which indicates categorization of a design-knowledge construct, but no explicit definition is stated in the abstract."
2fdfe19e4493,E-Business Design: A Shift to Adaptability,missing_pdf,"Marca, D.A. (1)","This paper distinguishes the three fundamental business design patterns: control, cooperation and autonomy. Today, most e-Business designs are not balanced, because they over-prioritize control. Balance is achieved when one basic pattern is the top priority, while the other two patterns are not ignored. The paper explains how to use these patterns to create one of three balanced e-Business designs: e-Commerce, e-Broker and e-Barter. Market forces are now taking place to incentivize companies to become more adaptable. This can take one of two forms: (a) a better balanced e-Commerce design, or (b) a shift from e-Commerce to e-Broker. This paper presents more adaptable design architectures for e-Commerce and e-Broker. It concludes by giving several reasons why a balanced e-Barter design cannot be reliably conjectured at this time.",,,Proceedings of the International Conference on Wireless Information Networks and Systems,,Design Patterns,design_patterns.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Distinguishes and defines three fundamental business design patterns and how to use them, defining design-knowledge constructs; flagged to confirm synthesis basis.","The abstract appears to categorize fundamental business design patterns and balanced e-business designs, suggesting possible synthesis of design-pattern constructs, but the truncated abstract does not clearly establish whether this is derived from prior literature or whether any explicit definitions are provided."
69560ebf92b1,E-business design,missing_pdf,"Marca, D.A. (1)","This paper distinguishes the three fundamental business design patterns: control, cooperation and autonomy. Today, most e-Business designs are not balanced, because they over-prioritize control. Balance is achieved when one basic pattern is the top priority, while the other two patterns are not ignored. The paper explains how to use these patterns to create one of three balanced e-Business designs: e-Commerce, e-Broker and e-Barter. Market forces are now taking place to incentivize companies to become more adaptable. This can take one of two forms: a) a better balanced e-Commerce design, or b) a shift from e-Commerce to e-Broker. This paper presents more adaptable design architectures for e-Commerce and e-Broker. It concludes by giving several reasons why a balanced e-Barter design cannot be reliably conjectured at this time.",,,Proceedings of the International Conference on e-Business,,Design Patterns,design_patterns.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Distinguishes and defines three fundamental business design patterns as its topic, suggesting categorization and definitional work; flagged for full-text confirmation of synthesis basis.","The abstract defines and categorizes business design patterns and balanced e-business designs, suggesting design knowledge as a topic, but it is unclear from the abstract alone whether these constructs are synthesized from prior literature or originally defined in a way that clearly satisfies C2/C3."
199514a8ef02,Ethical Design Patterns for Automated Decision Platforms,missing_pdf,Sumanth Reddy Anumula,"This article is relevant to the ethical risks posed by automated decision platforms which are often due to architectural loopholes and not only to isolated algorithmic biases. To address the risks, a new set of ethical design patterns is proposed in the paper that is specifically aimed at inserting responsibility, fairness, and human control into the automated systems at the architectural level. The above-described patterns are contestable decisions, whereby one can challenge and review automated results; proportional automation, where automated results can be applied based on context; human override pathways, whereby, there is a way of determining any negative effects; transparency triggers whereby, users and other stakeholders can know about automated decisions; and continuous harm monitoring whereby, unsatisfactory results can be evaluated on a recurring basis. This can enable engineers to always integrate ethical considerations in the development process as they translate abstract ethical principles into concrete, measurable behaviors within the system. This article restructures the concept of ethics within the context of system design as opposed to an immediate post-deployment analysis but presents a pragmatic and feasible plan of designing automated systems that value human agency and enforce organizational responsibility. The suggested ethical design patterns comprise a detailed scheme of enhancing the responsible automation in the current technological-driven decision-making procedures.",,2026,International journal of future innovative science and technology,https://www.semanticscholar.org/paper/3b6e006e1d6a7ba81a2db9989da2e5ac9b918ce7,Design Patterns,design_patterns.csv,semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Proposes and defines a set of ethical design patterns as its contribution, plausibly satisfying C2 and C3, but full text needed to confirm synthesis from prior work.","The contribution is a structural and signature-based detection method for recovering software design patterns from code, so it advances an algorithmic technique rather than understanding design knowledge."
06f1ec637cbe,Game Design Patterns,missing_pdf,Staffan Björk; S. Lundgren; J. Holopainen,"We present a model to support the design, analysis, and comparison of games through the use of game design patterns, descriptions of reoccurring interaction relevant to game play. The model consists of a structural framework to describe the components of games, and patterns of interaction that describes how components are used by players (or a computer) to affect various aspects of the game play. Focusing on the patterns and identified methods for using them, we describe the development of the model and how we are currently working to enlarge and validate the collection of patterns.",,2003,DiGRA Conference,https://www.semanticscholar.org/paper/19a722333e6778c225190783157d4de2f6bc6d2d,Design Patterns,design_patterns.csv,semantic_scholar,full,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,advance_criteria,TRUE,"Develops a model and framework of game design patterns as recurring interactions, defining and categorizing the construct, satisfying C2 and C3.","The abstract presents game design patterns as recurring interaction descriptions within a model, giving a clear definitional framing of the construct, but it does not explicitly describe a literature-based synthesis or taxonomy from prior work."
001fdbe8c5a1,Giving “the quality” a name: precise specification of design patterns−a second look at the manuscripts,missing_pdf,"Eden, A.H. (1)","There is widespread interest in design patterns, and in the “pattern” form as a means of conveying expertise in software design. In particular, the universal applicability of the constructs listed in the Design Patterns book (E. Gemma et al., 1995) took over the industry's attention and grew to serve as building blocks in the documentation, reasoning, and construction of object oriented software. Design patterns convey regularities, plans, aspects, or abstractions of programs rather than concrete instances. Therefore, most design patterns have an unbounded number of implementations, usually in various programming languages and application domains. Though lacking a dedicated specification language, design patterns are invariably communicated through a list of prototypical instances, source code of simplified implementations, and class (or object) diagrams. As specific instances of design patterns cannot account for the generalizations intended, specification manuscripts consist mostly of natural language narrative. As a result, “clients” of design patterns are compelled to project from the given examples or interpret the designation of the verbal description that should apply to their context of interest. To summarize, the prevalent means of specification are not sufficiently rigorous to allow unambiguous interpretation of design patterns.",,,JOOP,,Design Patterns,design_patterns.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Examines the pattern form as a means of conveying design expertise and discusses precise specification/definition of design patterns, addressing the construct as topic of study.","The abstract explicitly classifies design patterns relative to programming language features and discusses abstraction, patterns, and idioms, suggesting categorization of design-knowledge constructs, but any explicit definition is not clear from the abstract alone."
015c4a80cae3,Grounded design: design patterns as the link between theory and practice,missing_pdf,"van Diggelen, W. (1); Overdijk, M. (1)",The process of designing a networked learning environment can be characterized by a high degree of uncertainty. This is especially true when the design includes innovative technologies. It is difficult to design a networked learning environment that closely fits the requirements of the educational practice. Often the technology seems leading in the design process because it is the most tangible aspect of the e-learning environment. This brings along the risk that the technology becomes detached from its context of use. Design patterns are a means to overcome this problem of detachment between design and practice. Design patterns make the tight relationship between the two more explicit. In this paper we further elaborate on the relationship between design and practice. We stress the importance of theory in the development of design patterns. Theory development is an essential aspect of our approach to the development of design patterns. The approach is oriented towards a systematic analysis of problems and the development of conceptual models that guide the definition and evaluation of design patterns. In this paper we present a case study of how the approach was used to develop design patterns for networked learning in the classroom. [All rights reserved Elsevier].,10.1016/j.chb.2009.01.005,,Computers in Human Behavior,,Design Patterns,design_patterns.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Positions design patterns as the link between theory and practice and discusses what they mean as a construct, plausibly satisfying C2 and C3; flagged to confirm in full text.","The contribution is a formal extension of the Object-Z specification language for static class elements, with design patterns mentioned only incidentally as a programming context rather than as the object of design-knowledge study."
4911e795230f,Implementing patterns,missing_pdf,"Soukup, J.","The idea of using patterns represents one of the most significant advances in software design over the past few years. When using patterns, software architects can work with higher-level concepts, while improving communication among all people participating in the design. The problem with patterns is that people have become excited about them and now apply them to everything possible. I limit the discussion to what I consider “real” patterns−design patterns for software architecture. This is the group of patterns that roughly overlaps with “structural patterns” from Gamma et al. (1995) I view these patterns as a generalization of classical data structures where, in addition to pointers and arrays, I also use inheritance as a part of the data organization. Instead of using the term “patterns”, you can just call them “object-oriented data structures”.",,,C++ Report,,Design Patterns,design_patterns.csv,engineering_village,full,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,advance_criteria,TRUE,"Discusses and limits the definition of 'real' design patterns for software architecture, treating patterns as a topic of study and proposing the author's own scoping definition, plausibly satisfying C2/C3.","The paper appears to discuss what counts as 'real' software design patterns as a knowledge construct, but the truncated abstract does not clearly show a literature synthesis or explicit definition, so full text is needed."
